"","AGE","AVPREARN","BENEPAID","BENPDBYE","BENYRBEG","BLACK","BONELIGB","CLAIMDT","CONTROL","DEPALLOW","ELIG2","EXSTBEN1","EXSTBENY","HIE","HISPANIC","JSIE","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","LAGREE","MALE","MBASR","NATVAMER","NOHSUB","NOHSUB1","OTHERACE","POSPEARN","POSQEARN","PREPEARN","REFILEDT","REFILEIN","REHIRE11","REHIREDT","REHIREIN","RHIREARN","SRBEN1","SRBENYR","VCHPAID","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","WHITE","WKBENEFT","WKPAID","WKSPDBYE"
"8335",25,1925,2574,2574,9060,0,0,9060,0,0,1,1,1,1,0,0,2730,2152,198,2622,0,0,2574,0,0,0,0,2075,3449,3217,NA,0,0,NA,0,0,2574,2574,0,2730,3217,720,0,2075,3449,1,99,26,26
"8336",28,3413,6854,6854,8997,1,0,8997,0,42,1,1,1,1,0,0,3120,3120,3510,3900,0,0,4654,0,0,0,0,1500,2104,0,NA,0,0,NA,0,0,4654,4654,0,0,2308,1500,0,0,2104,0,137,38,38
"8337",27,511,1224,1326,9053,1,0,9053,0,0,1,0,1,0,0,1,0,0,1535,509,0,0,1326,0,0,0,0,2865,2865,5199,9256,1,0,9229,1,0,1224,1326,0,1535,5199,1231,0,2865,5442,0,51,24,26
"8338",29,2647,3562,3562,9074,1,0,9074,0,0,1,1,1,0,0,1,3243,4145,2257,944,1,1,3562,0,0,0,0,1053,1053,2161,NA,0,0,NA,0,0,3562,3562,0,3243,2161,0,0,0,1053,0,137,26,26
"8339",28,2453,3610,3610,9018,0,0,9018,1,0,1,1,1,0,0,0,2524,2204,2533,2553,NA,1,2470,0,0,0,0,0,0,2221,NA,0,0,NA,0,0,2470,2470,0,2221,1696,0,0,0,0,1,95,38,38
"8340",27,2602,276,414,9060,1,0,9060,0,32,1,0,0,0,0,1,3141,2187,2535,2547,1,0,3588,0,0,1,0,2682,2682,0,9102,1,1,9082,1,1,276,414,1,3141,0,1809,2682,3704,2283,0,106,2,3
"8341",27,2382,615,615,9004,0,1,9004,0,0,1,0,0,0,0,1,973,1912,3334,3310,1,0,3198,0,0,1,0,2600,2600,2875,NA,0,1,9061,1,1,615,615,1,2875,1327,2600,3640,3380,3223,1,123,5,5
"8342",29,930,1326,1326,9046,0,0,9046,1,0,1,1,1,0,0,0,1027,1622,910,162,NA,1,1326,0,0,0,0,995,2773,1562,9438,1,0,NA,0,0,1326,1326,0,1081,1562,1233,995,1704,2773,1,51,26,26
"8343",28,3803,3200,3200,9074,0,0,9074,1,46,1,0,0,0,0,0,4224,3418,4062,3510,NA,1,5200,0,0,0,0,1120,3697,3606,NA,0,0,9195,1,0,3200,3200,0,4224,3606,1963,1120,3697,4919,1,154,16,16
"8344",28,2378,3796,3796,9046,1,0,9046,0,0,1,1,1,0,0,1,0,1603,3704,4205,1,0,3796,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,3796,3796,0,NA,NA,NA,NA,NA,NA,0,146,26,26
"8345",37,3529,1323,1323,9039,0,1,9039,1,44,1,0,0,0,1,0,3647,3830,2646,3994,NA,0,4914,0,0,0,0,1513,3492,4059,NA,0,1,9096,1,1,1323,1323,0,4059,3642,1513,3492,3589,4303,0,145,7,7
"8346",26,5018,5434,5434,9039,1,0,9039,0,48,1,1,1,1,0,0,5090,4898,5747,4338,1,1,5434,0,0,0,0,237,0,6015,NA,0,0,NA,0,0,5434,5434,0,6015,3285,237,0,0,0,0,161,26,26
"8347",20,987,315,315,9060,0,1,9060,0,0,1,0,0,1,0,0,0,1217,560,2172,1,1,1638,0,0,0,0,116,116,2033,NA,0,1,9104,1,1,315,315,0,1217,2033,153,116,2125,2251,1,63,5,5
"8348",22,3732,7942,7942,8990,0,0,8990,0,48,1,1,1,1,0,0,0,5198,4899,4830,1,1,5434,0,0,0,0,0,0,4903,NA,0,0,NA,0,0,5434,5434,0,4903,1970,0,0,0,0,1,161,38,38
"8349",23,1327,1024,1024,9046,0,1,9046,1,30,1,0,0,0,0,0,0,0,3494,1813,NA,0,3328,0,0,0,0,3813,3813,0,NA,0,1,9110,1,1,1024,1024,0,3494,0,1148,3813,3943,2319,1,98,8,8
"8350",21,950,0,71,8997,0,0,8997,0,0,1,0,0,0,1,1,0,0,1814,1984,1,1,1846,0,0,0,0,999,999,2258,9025,1,1,9007,1,1,0,71,0,2258,1053,999,382,0,0,0,71,0,1
"8351",22,2468,1824,2496,9067,1,0,9067,0,0,1,0,1,0,0,1,2569,2318,2598,2386,1,1,2496,0,0,0,0,1424,682,2061,9340,1,0,9207,1,0,1824,2496,0,2569,2061,2015,1424,682,761,0,96,19,26
"8352",22,4491,0,0,9004,1,1,9004,1,0,1,0,0,0,0,0,4491,4491,4491,4491,NA,1,4186,0,0,0,0,748,0,0,NA,0,1,9011,1,1,0,0,0,0,0,0,748,1382,3516,0,161,0,0
"8353",21,2056,1857,1857,9053,0,0,9053,0,0,1,0,0,1,0,0,2065,1944,1852,2362,0,1,2132,0,0,0,0,124,2200,1223,NA,0,0,9226,1,0,1857,1857,0,2720,1223,514,124,2200,2238,1,82,23,23
"8354",21,802,156,364,8976,0,0,8976,1,0,1,0,0,0,0,0,0,1903,436,868,NA,0,1352,0,0,0,0,1235,1235,1991,9046,1,1,9004,1,1,156,364,0,1991,1076,1235,2160,2089,425,1,52,3,7
"8355",22,1936,170,170,9081,1,1,9081,1,0,1,0,0,0,0,0,2397,2112,2168,1068,NA,1,2210,0,0,0,0,361,0,2153,9396,1,1,9158,1,1,170,170,0,2397,2153,1729,0,361,2097,0,85,2,2
"8356",23,1089,405,1053,9004,0,1,9004,1,0,1,0,0,0,0,0,0,0,2241,2117,NA,0,2106,0,0,0,0,1404,1404,1613,9249,1,1,9054,1,1,405,1053,0,1613,631,1404,33,191,836,1,81,5,13
"8357",21,2923,2394,2394,9060,0,0,9060,0,0,1,0,0,0,0,1,2794,3062,2756,3082,1,1,2964,0,0,0,0,113,2598,3449,NA,0,0,9215,1,0,2394,2394,0,2794,3449,994,113,2598,2432,1,114,21,21
"8358",21,1303,1139,1139,9046,0,0,9046,0,0,1,0,0,0,0,1,0,1685,1615,1913,1,0,1742,0,0,0,0,0,0,2484,NA,0,0,9188,1,0,1139,1139,0,0,2484,150,0,0,0,1,67,17,17
"8359",21,1857,648,648,9074,0,1,9074,0,0,1,0,0,0,0,1,1968,1679,1904,1877,1,0,1872,0,1,1,0,1174,2076,1420,NA,0,1,9148,1,1,648,648,0,1968,1420,595,1174,2076,2428,1,72,9,9
"8360",25,5817,7942,7942,8990,1,0,8990,1,48,1,1,1,0,0,0,6059,5839,6529,4839,NA,1,5434,0,0,0,0,667,5386,7313,NA,0,0,NA,0,0,5434,5434,0,7313,3496,667,0,0,5386,0,161,38,38
"8361",26,2651,103,103,9025,1,1,9025,0,0,1,0,0,0,0,1,2650,2884,2571,2500,1,0,2678,0,0,0,0,346,346,2650,NA,0,1,9069,1,1,103,103,0,2650,2656,346,1222,1628,2385,0,103,1,1
"8362",27,3292,7524,7524,8990,0,0,8990,0,46,1,1,1,0,1,1,2760,2184,3981,4242,1,1,5148,0,0,0,0,2067,514,4399,NA,0,0,NA,0,0,5148,5148,0,4399,2329,0,0,2067,514,0,152,38,38
"8363",26,3083,1830,1830,8983,0,0,8983,0,0,1,0,0,0,0,1,2631,3122,3305,3275,1,0,3172,0,0,0,0,840,2587,3262,NA,0,0,9096,1,0,1830,1830,0,3262,3427,840,2587,3055,2116,1,122,15,15
"8364",26,4440,7990,7990,9025,0,0,9025,0,48,1,1,1,1,0,0,3981,5232,4328,4219,1,1,5434,0,0,0,0,408,408,5394,NA,0,0,NA,0,0,5434,5434,0,5394,4104,0,0,0,408,1,161,39,39
"8365",25,629,1690,1690,9040,0,0,9039,0,14,1,1,1,1,0,0,0,0,1907,608,1,0,1690,0,0,0,0,498,498,1907,NA,0,0,NA,0,0,1690,1690,0,1907,781,0,0,498,0,1,51,26,26
"8366",26,996,0,0,8990,1,1,8990,0,23,1,0,0,1,0,0,0,0,2373,1612,1,1,2522,0,0,0,0,354,354,2222,9340,1,1,9032,1,1,0,0,0,2222,1453,354,0,0,0,0,74,0,0
"8367",25,3589,2190,2190,9067,0,0,9067,0,0,1,0,0,0,0,1,3240,3780,3240,4095,1,1,3796,0,0,0,0,266,0,3240,NA,0,0,9181,1,0,2190,2190,0,3240,3240,1620,266,0,0,1,146,15,15
"8368",21,1385,0,0,8983,0,1,8983,0,0,1,0,0,1,0,0,0,1747,2242,1550,1,1,1924,0,0,0,0,346,346,224,NA,0,1,8990,1,1,0,0,0,224,0,346,0,348,4662,1,74,0,0
"8369",28,807,1326,1326,9067,1,0,9067,0,0,1,1,1,1,0,0,0,1742,821,664,0,1,1326,0,0,0,0,185,3150,2332,NA,0,0,NA,0,0,1326,1326,0,285,2332,1143,185,0,3150,0,51,26,26
"8370",23,7480,0,0,9032,0,1,9032,0,0,1,0,0,1,0,0,6552,6992,7729,8647,1,1,4186,0,0,0,0,3666,3666,4916,NA,0,1,9039,1,1,0,0,0,4916,6519,3666,0,251,0,1,161,0,0
"8371",26,1093,2438,2756,9067,0,0,9067,0,25,1,0,1,0,1,1,0,0,1455,2918,0,0,2756,0,0,0,0,2197,4928,4650,9270,1,0,9250,1,0,2438,2756,0,1455,4650,791,0,2197,4928,0,81,23,26
"8372",25,3241,5434,5434,9039,1,0,9039,0,48,1,1,1,1,0,0,0,7886,2358,2721,1,1,5434,0,0,0,0,1467,0,4454,NA,0,0,NA,0,0,5434,5434,0,4454,3620,1467,0,0,0,0,161,26,26
"8373",26,2371,3120,3120,9004,0,0,9004,0,0,1,1,1,1,1,0,0,3233,3250,3000,0,1,3120,0,0,0,0,684,3250,3250,NA,0,0,NA,0,0,3120,3120,0,3250,2708,0,684,3250,3250,0,120,26,26
"8374",24,1676,425,2210,9018,0,0,9018,0,0,1,0,1,0,0,1,0,2435,2147,2124,1,0,2210,0,1,1,0,1135,69,2293,9102,1,1,9062,1,1,425,2210,0,2293,1948,1135,69,1940,2621,1,85,5,27
"8375",26,1867,875,875,9067,0,1,9067,1,29,1,0,0,0,0,0,2718,1965,2431,353,NA,1,3250,0,0,0,0,412,412,1270,NA,0,1,9125,1,1,875,875,0,2718,1270,52,412,676,0,1,96,7,7
"8376",25,3468,3077,3077,9040,0,0,9039,0,42,1,0,0,0,0,1,3468,4046,2890,3468,1,0,4706,0,0,0,0,578,3123,3468,NA,0,0,9166,1,0,3077,3077,0,3468,2890,578,1478,3123,3580,1,139,17,17
"8377",25,430,1326,1326,9039,1,0,9039,0,0,1,1,1,1,0,0,0,0,1140,580,1,1,1326,0,0,0,0,28,0,971,NA,0,0,NA,0,0,1326,1326,0,971,855,28,0,0,0,0,51,26,26
"8378",23,1257,2886,2886,9040,0,0,9039,1,26,1,1,1,0,0,0,0,3852,433,744,NA,0,2886,0,0,0,0,953,953,3852,NA,0,0,9229,1,0,2886,2886,0,3852,3267,0,0,953,0,1,85,26,26
"8379",25,4348,4877,4877,9060,0,0,9060,1,48,1,0,0,0,0,0,5305,4625,4561,2900,NA,1,5434,0,0,0,0,546,356,5158,NA,0,0,9242,1,0,4877,4877,0,5305,5158,2184,546,960,356,1,161,25,25
"8380",23,2263,3496,3496,8990,0,0,8990,0,0,1,1,1,1,0,0,2638,2223,2294,1897,0,0,2392,0,0,0,0,0,0,2454,NA,0,0,NA,0,0,2392,2392,0,2454,1898,0,0,0,0,1,92,38,38
"8381",24,571,2432,2432,8983,1,0,8983,0,13,1,1,1,0,0,1,0,0,1114,1170,1,1,1664,0,0,0,0,0,0,275,NA,0,0,NA,0,0,1664,1664,0,275,0,0,0,0,0,0,51,38,38
"8382",22,796,486,486,8976,0,0,8976,0,0,1,0,0,1,1,0,0,2018,858,307,1,1,1404,0,0,0,0,2288,2288,2989,9445,1,1,9461,1,0,486,486,0,2989,1175,2288,3156,3608,0,0,54,9,9
"8383",25,2704,856,856,9011,1,1,9011,0,0,1,0,0,1,0,0,2726,2435,3024,2630,NA,1,2782,0,0,0,0,981,1758,2910,NA,0,1,9083,1,1,856,856,0,2910,2167,981,1758,2407,2290,0,107,8,8
"8384",26,1297,1924,1924,9076,0,0,9074,0,0,1,1,1,0,0,1,0,2550,1193,1444,1,1,1924,0,0,0,0,4209,4209,3634,NA,0,0,NA,0,0,1924,1924,0,2550,3634,1292,0,0,4209,1,74,26,26
"8385",24,3749,7486,7486,8976,0,0,8976,1,46,1,1,1,0,0,0,4301,3562,3846,3288,NA,0,5122,0,0,0,0,442,442,3706,NA,0,0,NA,0,0,5122,5122,0,3706,2040,0,0,0,442,1,151,38,38
"8386",23,2903,4180,4180,9004,1,0,9004,1,0,1,1,1,0,0,0,2873,2967,2805,2968,NA,0,2860,0,0,0,0,0,0,3133,NA,0,0,NA,0,0,2860,2860,0,3133,2473,0,0,0,0,0,110,38,38
"8387",20,797,60,60,8983,0,0,8983,0,0,1,0,0,1,0,0,0,0,1646,1542,1,1,1560,0,0,0,0,698,698,2097,9466,1,1,9482,1,0,60,60,0,2097,890,698,1971,2122,2545,1,60,1,1
"8388",24,2677,1417,1417,9011,1,0,9011,0,0,1,0,0,0,0,1,3046,2426,2830,2406,NA,0,2834,0,0,0,0,1377,1377,2524,NA,0,0,9125,1,0,1417,1417,0,2524,0,0,1377,1389,790,0,109,13,13
"8389",26,2005,5054,5054,9018,1,0,9018,1,31,1,1,1,0,0,0,0,2497,2717,2807,NA,1,3458,0,0,0,0,762,192,1297,NA,0,0,NA,0,0,3458,3458,0,1297,217,0,0,762,192,0,102,38,38
"8390",24,2321,2586,2586,9046,0,0,9046,0,0,1,1,1,0,1,1,1560,2560,2564,2600,1,1,2496,0,0,0,0,5157,0,0,NA,0,0,NA,0,0,2496,2496,0,1560,0,0,0,5157,0,0,96,28,28
"8391",22,710,676,1092,9060,0,0,9060,0,0,1,0,0,0,0,1,0,1738,1052,50,1,1,1352,0,0,0,0,306,0,1548,9298,1,0,9158,1,0,676,1092,0,1738,1548,454,0,0,306,1,52,13,21
"8392",23,1754,3354,3354,9069,1,0,9067,0,30,1,1,1,0,0,1,0,2781,2538,1698,1,0,3354,0,0,0,0,474,474,3307,NA,0,0,NA,0,0,3354,3354,0,2781,3307,741,0,0,474,0,99,26,26
"8393",25,918,1690,1690,9046,0,0,9046,1,0,1,1,1,0,0,0,0,1828,1682,161,NA,0,1690,0,0,0,0,2033,2094,1918,NA,0,0,NA,0,0,1690,1690,0,1828,1918,461,0,2033,2094,1,65,26,26
"8394",21,2290,920,920,8983,0,0,8983,0,0,1,0,0,1,0,0,2532,2165,2404,2059,1,1,2392,0,0,0,0,984,1897,3262,NA,0,1,9075,1,0,920,920,0,3262,1805,984,1897,1946,2663,1,92,10,10
"8395",22,2249,2340,2340,9032,0,0,9032,1,0,1,1,1,0,0,0,2438,2150,2397,2009,NA,0,2340,0,0,0,0,495,0,2090,NA,0,0,NA,0,0,2340,2340,0,2090,2248,495,768,0,670,1,90,27,27
"8396",23,2823,2688,2688,9067,0,0,9067,0,0,1,0,0,1,0,0,3323,2849,3559,1562,0,1,3328,0,0,0,0,4387,4387,4077,9473,1,0,9489,1,0,2688,2688,0,3323,4077,0,0,4387,4624,1,128,21,21
"8397",23,3485,0,0,8990,0,1,8990,0,0,1,0,0,1,0,0,3818,3320,3313,3487,1,0,3510,0,0,0,0,3113,3113,3764,NA,0,1,9005,1,1,0,0,0,3764,3254,3113,3991,3769,3041,1,135,0,0
"8398",23,1450,2184,2184,9025,1,0,9025,1,0,1,1,1,0,0,0,1391,3119,557,733,NA,1,2184,0,0,0,0,30,0,2281,NA,0,0,NA,0,0,2184,2184,0,2281,1459,30,0,0,0,0,84,26,26
"8399",20,2351,4472,4472,9039,1,0,9039,0,40,1,1,1,0,0,1,0,2255,3575,3575,1,0,4472,0,0,0,0,0,0,979,NA,0,0,NA,0,0,4472,4472,0,979,215,0,0,0,0,0,132,26,26
"8400",20,1982,0,0,9040,0,1,9043,0,31,1,0,0,0,0,1,2864,2710,1924,429,NA,1,3484,0,0,0,0,586,586,2699,NA,0,1,9048,1,1,0,0,0,2864,2699,1257,586,0,0,1,103,0,0
"8401",25,3576,5852,5852,8983,0,0,8983,0,0,1,1,1,0,0,1,2123,3868,4361,3952,1,0,4004,0,0,0,0,497,497,4377,NA,0,0,NA,0,0,4004,4004,0,4377,1680,0,0,0,497,1,154,38,38
"8402",23,2607,590,590,8990,0,1,8990,0,0,1,0,0,1,0,0,2949,2499,3406,1573,1,0,3068,0,1,1,0,3272,3272,2649,NA,0,1,9034,1,1,590,590,1,2649,1823,3272,3510,3889,4793,1,118,5,5
"8403",25,2939,2717,2717,9053,0,0,9053,0,48,1,0,0,1,0,0,4988,4111,1851,806,0,1,5434,0,0,0,0,3643,5291,3824,NA,0,0,9152,1,0,2717,2717,0,4988,3824,981,3643,5291,3323,1,161,13,13
"8404",22,1606,560,1840,9074,1,1,9074,0,19,1,0,0,1,0,0,1603,1659,1634,1528,1,0,2080,0,0,0,0,2173,2173,1353,9312,1,1,9130,1,1,560,1840,0,1603,1353,1271,2173,1908,452,0,61,7,23
"8405",26,2279,0,0,8990,0,1,8990,0,0,1,0,0,0,0,1,2722,2766,2565,1063,1,0,2652,0,1,1,0,2951,2951,2814,NA,0,1,8998,1,1,0,0,1,2814,2833,2951,2956,3066,3171,1,102,0,0
"8406",23,1587,0,0,9032,1,1,9032,1,0,1,0,0,0,0,0,1458,1464,1651,1775,NA,1,1664,0,0,0,0,894,894,740,NA,0,1,9039,1,1,0,0,0,740,1552,894,538,1544,2906,0,64,0,0
"8407",22,1745,516,516,9040,0,1,9039,1,0,1,0,0,0,0,0,0,0,2976,4005,NA,1,3354,0,0,0,0,2816,4352,2976,NA,0,1,9075,1,1,516,516,0,2976,8387,2816,4352,4220,5011,1,129,4,4
"8408",22,949,51,51,8976,0,0,8976,0,0,1,0,0,1,1,0,0,1426,1095,1277,0,1,1326,0,0,0,0,1595,0,3830,9102,1,1,9004,1,1,51,51,0,3830,830,0,1595,5362,1475,0,51,1,1
"8409",23,2317,2240,2656,9053,0,0,9053,0,0,1,0,0,0,0,1,2488,1475,2189,3118,1,1,2704,0,0,0,0,109,7561,5248,9382,1,0,9221,1,0,2240,2656,0,2488,5248,424,109,7561,4714,1,104,22,26
"8410",24,1321,2621,2621,8990,0,0,8990,0,0,1,1,1,1,0,0,30,80,2709,2465,1,1,2496,0,0,0,0,924,0,0,9200,1,0,9180,1,0,2496,2496,0,0,0,0,924,0,1457,1,96,24,24
"8411",21,1336,69,621,9025,1,0,9025,0,16,1,0,0,0,0,1,1351,1474,1375,1144,0,1,1794,0,0,0,0,1456,1456,1681,9158,1,1,9048,1,1,69,621,0,1681,1871,1456,949,1688,2447,0,53,1,9
"8412",24,2805,2478,2478,9004,0,0,9004,1,0,1,0,0,0,0,0,3323,3052,2710,2134,NA,1,3068,0,0,0,0,2355,3146,3252,NA,0,0,9160,1,0,2478,2478,0,3252,0,0,2355,3146,3673,1,118,21,21
"8413",22,1097,1008,1008,9053,0,0,9053,0,0,1,0,0,1,0,0,0,1690,1714,983,1,1,1638,0,0,0,0,1063,2397,2453,NA,0,0,9174,1,0,1008,1008,0,1690,2453,746,1063,2397,1811,1,63,16,16
"8414",30,4492,0,0,9032,0,1,9032,1,48,1,0,0,0,1,0,5217,4107,4421,4224,NA,1,5434,0,0,0,0,116,116,5780,NA,0,1,9039,1,1,0,0,0,5780,6360,116,0,0,0,0,161,0,0
"8415",23,1992,594,2574,9004,0,0,9004,1,0,1,0,1,0,1,0,0,2659,2617,2692,NA,1,2574,0,0,0,0,2560,417,0,9123,1,1,9058,1,1,594,2574,0,0,0,2560,417,0,811,0,99,6,26
"8416",23,503,1326,1326,9011,0,0,9011,0,0,1,1,1,1,0,0,0,291,673,1047,0,1,1326,0,0,0,0,1343,1343,1965,NA,0,0,NA,0,0,1326,1326,0,1965,1810,0,0,1343,0,1,51,26,26
"8417",23,2118,2704,2704,9018,0,0,9018,1,0,1,1,1,0,0,0,3228,2353,2038,854,NA,0,2704,0,0,0,0,480,0,627,NA,0,0,NA,0,0,2704,2704,0,627,4017,480,0,0,0,1,104,26,26
"8418",22,1382,469,1742,9067,0,0,9067,0,0,1,0,1,0,1,1,787,1145,2160,1437,1,0,1742,0,0,0,0,0,0,1462,9141,1,1,9126,1,0,469,1742,0,787,1462,1231,0,0,0,0,67,7,26
"8419",23,5395,1771,1771,9011,0,0,9011,0,0,1,0,0,0,0,1,5904,4792,5542,5341,1,1,4186,0,1,1,0,11617,2592,5711,9151,1,0,9244,1,0,1771,1771,0,5711,6576,11617,2592,2640,5527,1,161,11,11
"8420",28,1071,2080,2080,9032,0,0,9032,0,0,1,1,1,1,1,0,0,0,990,3295,0,1,2080,0,0,0,0,0,0,1115,NA,0,0,NA,0,0,2080,2080,0,1115,1607,0,0,0,0,0,80,26,26
"8421",22,1493,497,497,8976,0,1,8976,0,0,1,0,0,1,0,0,1053,1133,1700,2088,1,0,1846,0,0,0,0,870,870,0,NA,0,1,9034,1,1,497,497,0,0,0,870,0,0,0,1,71,7,7
"8422",23,571,306,1326,8983,1,0,8983,0,0,1,0,1,1,0,0,0,0,1438,846,1,0,1326,0,0,0,0,309,309,1309,9095,1,1,9034,1,1,306,1326,0,1309,193,309,0,0,0,0,51,6,26
"8423",21,1070,1938,1938,8983,1,0,8983,0,0,1,1,1,1,0,0,1328,1203,959,789,1,1,1326,0,0,0,0,48,398,1716,NA,0,0,NA,0,0,1326,1326,0,1716,509,0,0,48,398,0,51,38,38
"8424",20,1549,2158,2158,8983,0,0,8983,0,0,1,1,1,1,0,0,0,1760,2100,2337,1,0,2158,0,0,0,0,470,2250,2518,9389,1,0,NA,0,0,2158,2158,0,2518,665,0,470,2250,0,1,83,26,26
"8425",22,454,1326,1326,9018,1,0,9018,1,0,1,1,1,0,0,0,0,0,676,1141,NA,1,1326,0,0,0,0,172,3019,0,NA,0,0,NA,0,0,1326,1326,0,0,2328,172,0,3019,2900,0,51,26,26
"8426",20,1759,2112,2112,9067,0,0,9067,0,0,1,0,0,1,0,0,2780,735,1147,2374,0,1,2496,0,0,0,0,369,4734,3648,9445,1,0,9229,1,0,2112,2112,0,2780,3648,1382,369,4734,3118,1,96,22,22
"8427",21,2556,99,99,9018,0,1,9018,0,0,1,0,0,0,0,1,2453,2700,2404,2666,1,1,2574,0,0,0,0,2610,2610,2859,NA,0,1,9033,1,1,99,99,0,2859,2352,2610,3280,1477,3457,1,99,1,1
"8428",20,4017,3782,3782,9018,0,0,9018,0,0,1,0,0,1,0,0,3847,4271,3992,3959,NA,1,3978,0,0,0,0,416,950,3844,NA,0,0,9202,1,0,3782,3782,0,3844,3482,0,416,950,0,1,153,25,25
"8429",36,2657,4238,4238,9067,0,0,9067,1,38,1,1,1,0,0,0,3380,3380,3348,520,NA,0,4238,0,0,0,0,0,0,3380,NA,0,0,NA,0,0,4238,4238,0,3380,3380,0,0,0,0,1,125,26,26
"8430",31,3508,0,0,8976,0,0,8976,1,48,1,0,0,0,0,0,4403,5988,705,2936,NA,0,5434,0,0,0,1,0,0,1601,9025,1,1,8983,1,0,0,0,0,1601,0,0,0,0,0,0,161,0,0
"8431",22,3462,0,2584,8976,0,1,8976,0,0,1,0,0,0,0,1,3713,4444,3777,1916,1,0,3952,0,0,0,0,4909,4909,3848,9123,1,1,8990,1,1,0,2584,0,3848,3269,4909,1076,2083,3125,1,152,0,17
"8432",21,1211,4053,4053,9018,0,0,9018,1,25,1,1,1,0,1,0,0,2652,1704,488,NA,1,2756,0,0,0,0,1120,1120,1926,NA,0,0,NA,0,0,2756,2756,0,1926,3386,0,0,0,1120,0,81,39,39
"8433",30,2639,2120,2120,9025,0,0,9025,0,0,1,0,0,0,1,1,2388,3246,2470,2454,1,0,2756,0,0,0,0,370,2566,2562,9424,1,0,9173,1,0,2120,2120,0,2562,2836,370,1710,2566,2623,0,106,20,20
"8434",34,5867,0,2090,9081,0,1,9081,1,48,1,0,0,0,0,0,5589,5047,7310,5522,NA,1,5434,0,0,0,1,5033,5033,5101,9312,1,1,9089,1,1,0,2090,0,5589,5101,4350,5033,5711,1289,0,161,0,10
"8435",46,3914,150,150,8990,0,1,8990,0,0,1,0,0,0,1,1,3776,3759,4048,4075,1,0,3900,0,1,1,0,3889,3889,3500,NA,0,1,9007,1,1,150,150,1,3500,3285,3889,5171,4492,4150,0,150,1,1
"8436",21,2588,3276,3276,9046,1,0,9046,1,29,1,1,1,0,0,0,2580,2547,2596,2628,NA,1,3276,0,0,0,0,1886,1573,945,9081,1,0,NA,0,0,3276,3276,0,2580,945,0,0,1886,1573,0,97,26,26
"8437",20,521,1122,1173,9040,0,0,9043,0,0,1,0,0,1,0,0,0,0,1067,1017,1,0,1326,0,0,0,0,260,1569,444,9242,1,0,9201,1,0,1122,1173,0,1067,444,0,260,1569,2238,1,51,22,23
"8438",20,878,2210,2210,9018,1,0,9018,0,20,1,1,1,0,0,1,0,0,2402,1109,0,1,2210,0,0,0,0,0,0,2236,9067,1,0,NA,0,0,2210,2210,0,2236,209,0,0,0,0,0,65,26,26
"8439",40,5343,2739,2739,9046,0,0,9046,0,0,1,0,0,1,0,0,6549,4606,5109,5109,0,0,4186,0,0,0,0,0,0,4450,NA,0,0,9300,1,0,2739,2739,0,6549,4450,742,0,0,0,1,161,33,33
"8440",54,1635,0,0,8983,0,1,8983,0,0,1,0,0,1,0,0,2124,277,2115,2023,1,1,2054,0,0,0,0,278,278,2327,9151,1,1,8990,1,1,0,0,0,2327,2245,278,0,3394,5203,1,79,0,0
"8441",53,554,1938,1938,9018,0,0,9018,0,0,1,1,1,1,0,0,579,546,546,546,1,0,1326,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,1326,1326,0,NA,NA,NA,NA,NA,NA,1,51,38,38
"8442",53,4245,4186,4186,8976,0,0,8976,0,0,1,1,1,0,0,1,0,0,8562,8419,0,1,4186,0,0,0,0,0,0,7950,NA,0,0,NA,0,0,4186,4186,0,7950,8929,0,0,0,0,1,161,26,26
"8443",51,3476,1062,2478,9081,0,0,9081,1,41,1,0,0,0,0,0,3536,3063,3505,3800,NA,0,4602,0,0,0,0,2759,2759,3132,9221,1,1,9133,1,1,1062,2478,0,3536,3132,1636,2759,1128,3103,1,136,6,14
"8444",50,8752,3084,3084,8997,1,0,8997,0,0,1,0,0,0,0,1,8825,9591,7459,9132,1,1,4186,0,0,0,0,84,NA,8451,NA,0,0,9363,1,0,3084,3084,0,8451,28707,0,84,0,796,0,161,48,48
"8445",50,6579,418,418,8976,0,1,8976,0,48,1,0,0,0,0,1,5844,8784,4945,6743,1,1,5434,0,1,1,0,6415,6415,6743,NA,0,1,8998,1,1,418,418,1,6743,4495,6415,6293,6743,4945,1,161,2,2
"8446",50,4772,4025,4025,9032,0,0,9032,0,0,1,0,0,1,0,0,5093,4750,4550,4694,1,0,4186,0,0,0,0,340,3711,4893,NA,0,0,9215,1,0,4025,4025,0,4893,5180,0,340,3711,3764,1,161,25,25
"8447",49,2251,49,49,9011,0,1,9011,0,0,1,0,0,0,0,1,2190,2566,2019,2228,1,0,2314,0,0,0,0,2241,2241,2211,NA,0,1,9027,1,1,49,49,0,2211,1574,2241,1279,1027,1129,1,89,1,1
"8448",48,9805,5434,5434,9039,0,0,9039,0,48,1,1,1,1,0,0,9625,9139,7425,13029,1,1,5434,0,0,0,0,3628,0,9625,NA,0,0,NA,0,0,5434,5434,0,9625,9625,3628,0,0,92,1,161,26,26
