"","AGE","AVPREARN","BONELIGB","CLAIMDT","DEPALLOW","ELIG2","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","MALE","MBASR","NOHSUB","NOHSUB1","POSPEARN","POSQEARN","PREPEARN","SRBEN1","SRBENYR","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","Z_HIE","Z_JSIE","A_HIE","A_JSIE","time_r","status_r","RACE"
"4522",37,5045,0,8990,0,1,4179,6471,6271,3259,1,4186,0,0,0,0,6766,4186,4186,6766,3719,0,0,0,0,0,0,0,0,182,0,"White"
"4523",36,4508,0,9046,48,1,0,5050,6565,6415,1,5434,0,0,2471,4379,6591,3553,5434,3636,6591,926,2471,4379,6579,1,0,0,0,127,1,"White"
"4524",37,2306,0,8983,42,1,1308,4043,3499,374,1,4732,0,0,1867,1867,4091,4732,4732,4091,1194,0,0,0,1867,0,1,0,0,182,0,"Black"
"4525",37,1151,0,9053,0,1,0,0,2680,1923,0,2210,0,0,0,0,39,2210,2210,0,39,0,0,0,0,0,0,0,0,182,0,"White"
"4526",37,2958,0,9025,0,1,3668,1986,3257,2922,1,3328,0,0,483,2692,3640,2560,3328,3640,2723,0,483,2692,4615,0,1,0,1,148,1,"White"
"4527",37,4871,0,9032,48,1,5308,6192,4597,3389,0,5434,0,0,519,4777,6192,3135,3135,6192,4865,519,3392,4777,5754,0,0,0,0,114,1,"Hispanic"
"4528",21,481,1,8983,0,1,165,538,716,503,0,1326,1,1,4011,4011,132,92,92,132,1668,4011,3879,3315,2025,1,0,1,0,22,1,"White"
"4529",35,5003,0,9032,48,1,5686,5197,5078,4053,1,5434,0,0,0,0,488,0,1463,488,0,0,0,0,0,1,0,0,0,15,1,"White"
"4530",35,2893,0,9039,34,1,3012,2994,2712,2853,0,3770,0,0,681,3850,3222,1740,3770,3222,3086,681,3850,1420,0,1,0,0,0,94,1,"White"
"4531",35,5361,0,9025,48,1,5411,6033,4431,5571,0,5434,0,0,0,0,4455,5434,5434,4455,5453,0,0,0,0,0,0,0,0,182,0,"White"
"4532",35,2546,0,9046,0,1,0,0,7161,3024,1,4186,0,0,1072,1072,0,805,4186,7161,0,645,1072,952,8679,0,0,0,0,53,1,"White"
"4533",33,1636,0,8990,0,1,0,1003,3895,1645,1,2678,0,0,750,750,0,1648,2678,0,1345,0,750,0,0,0,1,0,1,119,1,"White"
"4534",33,2243,1,8990,27,1,2152,2439,2392,1989,0,3042,0,0,2135,2135,2023,0,0,2023,1696,2135,2241,2013,2158,0,1,0,1,6,1,"White"
"4535",33,2088,0,8976,47,1,0,0,4975,3375,1,5252,0,0,1734,3732,5285,5252,5252,5285,1242,0,1734,3732,2827,1,0,1,0,182,0,"White"
"4536",34,1185,1,9060,0,1,0,1332,1545,1863,0,1638,0,0,1247,1247,0,0,0,0,0,326,1247,1257,264,0,0,0,0,7,1,"White"
"4537",34,1031,0,8997,0,1,0,2115,1721,288,0,1872,0,0,996,2133,2193,1512,1872,2193,944,996,472,2133,2334,0,0,0,0,154,1,"White"
"4538",34,724,0,9025,16,1,0,0,1759,1136,1,1820,1,1,267,267,0,0,560,0,0,267,1729,1710,1009,0,1,0,1,13,1,"White"
"4539",35,1543,0,9081,29,1,0,1317,3784,1069,1,3224,0,0,390,3906,0,3224,3224,0,0,0,0,390,3906,0,1,0,1,182,0,"White"
"4540",33,1917,0,9032,43,1,0,0,3130,4536,0,4810,0,0,4315,4315,3950,2405,4070,3950,1730,0,4315,1678,5296,0,0,0,0,101,1,"White"
"4541",33,8625,1,9067,0,1,9500,9000,8000,8000,0,4186,0,0,10116,10116,9500,1449,2415,9500,9500,0,10116,10750,7994,0,0,0,0,70,1,"White"
"4542",32,1359,0,9039,26,1,0,2774,762,1898,1,2938,0,0,2093,0,5228,2938,2938,5228,7248,2093,0,0,0,0,0,0,0,182,0,"White"
"4543",33,6455,1,8976,0,1,6495,6870,7063,5391,1,4186,1,1,5600,5600,5368,644,1610,5368,4308,5600,5000,4640,0,1,0,1,0,37,1,"White"
"4544",35,3816,0,9004,48,1,2173,5802,3349,3940,0,5434,0,0,1218,5009,5152,5434,5434,5152,2721,0,1218,5009,4873,1,0,1,0,182,0,"Black"
"4545",29,2003,1,9039,0,1,0,4002,3080,928,1,3406,0,0,191,3364,4002,1179,1179,4002,4324,191,3364,4146,4319,0,0,0,0,72,1,"White"
"4546",33,4875,1,9032,0,1,0,6500,6500,6500,1,4186,1,1,5000,7500,0,483,483,0,0,5000,7500,6500,6500,0,1,0,1,43,1,"White"
"4547",34,2722,1,9053,0,1,2933,2717,2551,2686,0,2730,0,0,2692,2692,1945,208,208,2933,1945,2374,2692,3168,2418,0,1,0,1,34,1,"Hispanic"
"4548",33,3342,0,9060,40,1,3141,3606,3033,3586,0,4498,0,0,0,0,3603,4498,4498,3141,3603,1765,0,0,0,0,1,0,0,182,0,"Black"
"4549",33,4494,0,9067,48,1,4187,5088,4231,4469,0,5434,0,0,1950,4225,4396,5434,5434,4187,4396,4053,0,1950,4225,0,1,0,1,182,0,"Black"
"4550",31,4023,0,9011,48,1,4482,3742,4331,3535,0,5434,0,0,941,0,3686,5434,5434,3686,4167,0,941,0,0,0,0,0,0,182,0,"Black"
"4551",33,3451,1,8976,0,1,3023,3731,3796,3254,0,3614,0,0,3527,3527,3527,417,417,3527,2117,3527,3401,3703,1773,0,1,0,1,29,1,"Black"
"4552",32,4274,0,9053,48,1,5418,3909,4088,3680,1,5434,0,0,0,0,4334,5434,5434,5418,4334,1084,0,0,0,1,0,1,0,182,0,"Black"
"4553",32,4043,0,9060,48,1,0,6948,6309,2914,1,5434,0,0,6357,6357,5571,4389,4389,6948,5571,2099,0,6357,6803,0,1,0,1,155,1,"White"
"4554",31,2488,0,9011,0,1,4551,2115,2304,979,1,3302,0,0,1590,8937,9640,3146,3146,9640,7170,0,1590,8937,10874,0,0,0,0,182,0,"White"
"4555",30,1205,1,8983,0,1,0,3250,1384,187,1,2236,1,1,3026,3026,2446,258,602,2446,1832,3026,2042,2854,1760,1,0,1,0,28,1,"White"
"4556",43,5092,0,9004,48,1,5209,5234,4294,5630,1,5434,0,0,4571,4606,6272,1463,3971,6272,4396,4571,4606,5730,0,0,0,0,0,56,1,"Black"
"4557",31,1088,0,9053,22,1,0,2073,1846,432,1,2470,0,0,54,0,2090,2470,2470,2073,2090,479,54,0,0,0,1,0,1,182,0,"Black"
"4558",31,3088,0,9004,39,1,3214,3510,2194,3435,1,4368,0,0,3012,3300,3686,2520,2520,3686,0,3012,3300,3560,3342,1,0,0,0,114,1,"Black"
"4559",31,831,0,9039,19,1,0,0,1819,1506,0,2106,0,0,0,0,1819,2106,2106,1819,1900,0,0,0,0,0,0,0,0,182,0,"Black"
"4560",31,7813,1,9039,0,1,7500,10250,6750,6750,0,4186,0,0,1250,1250,0,0,0,0,7500,1250,0,0,2558,1,0,0,0,7,1,"White"
"4561",32,1176,1,9011,0,1,0,0,3196,1508,1,2262,0,0,2899,2899,2450,87,87,2450,1474,2899,3678,2922,3392,0,0,0,0,25,1,"White"
"4562",36,3829,0,8997,48,1,0,4342,6992,3982,1,5434,0,0,1859,2962,5183,5434,5434,5183,3330,0,0,1859,2962,0,0,0,0,182,0,"Hispanic"
"4563",30,1483,0,9060,33,1,0,0,5221,711,1,3718,0,0,320,240,5013,3718,3718,5221,5013,120,0,320,240,0,0,0,0,182,0,"White"
"4564",27,4450,1,9046,48,1,4366,4366,4366,4702,1,5434,0,0,3568,3568,4366,1672,1672,4366,4366,1172,3568,3450,5108,0,0,0,0,72,1,"White"
"4565",28,1891,1,9051,30,1,2621,869,1419,2654,0,3328,0,0,1598,1598,457,0,237,2621,457,1086,1598,3261,2563,0,0,0,0,6,1,"Black"
"4566",28,1167,0,9053,0,1,813,953,1404,1500,1,1404,0,0,181,181,1700,1404,1404,813,1700,406,0,0,181,0,1,0,1,182,0,"Black"
"4567",23,2532,0,9025,30,1,2801,2491,2342,2495,1,3328,0,0,1252,1252,3006,3328,3328,3006,2425,0,0,0,1252,0,0,0,0,182,0,"White"
"4568",28,5752,1,9081,48,1,6323,5723,5665,5298,1,5434,0,0,6356,6356,6400,805,1223,6323,6400,3672,6356,6210,6244,0,0,0,0,50,1,"White"
"4569",29,6163,1,9067,48,1,6500,6500,6248,5403,1,5434,0,0,3200,3200,7000,1881,1881,6500,7000,4833,3200,4200,4800,0,0,0,0,71,1,"White"
"4570",30,540,0,9032,12,1,0,0,775,1385,1,1638,1,1,2920,2920,1489,63,1638,1489,1026,2920,1043,0,763,0,1,0,1,15,1,"White"
"4571",28,1575,0,9018,0,1,661,1465,2103,2072,1,2028,0,0,659,776,661,1950,1950,661,0,659,593,776,1088,1,0,1,0,182,0,"White"
"4572",39,1260,0,9053,0,1,1079,1213,1394,1353,0,1326,0,0,0,0,0,1071,1071,1079,0,0,0,0,0,0,1,0,1,182,0,"White"
"4573",27,1760,0,8978,29,1,2703,1079,753,2506,1,3250,0,0,1240,3461,1346,3250,3250,1346,0,0,1240,3461,2168,0,0,0,0,182,0,"Black"
"4574",30,669,0,8976,0,1,0,0,1158,1520,1,1326,0,0,210,165,1113,1326,1326,1113,890,210,0,165,0,1,0,1,0,182,0,"White"
"4575",28,1751,0,9067,35,1,0,824,3134,3047,1,3900,0,0,425,2936,2194,3900,3900,0,2194,1574,0,425,2936,0,0,0,0,182,0,"White"
"4576",29,1954,0,9011,24,1,1682,1926,2338,1873,0,2678,0,0,296,3906,933,2560,2560,933,1037,0,296,3906,4216,0,1,0,1,182,0,"White"
"4577",29,3382,0,8983,0,1,3444,3592,3077,3415,1,3406,0,0,0,0,3136,3406,3406,3136,0,0,0,0,0,0,0,0,0,182,0,"White"
"4578",28,7748,0,9060,0,1,8004,7758,8625,6607,1,4186,0,0,0,0,7688,3381,3381,8004,7688,1620,0,0,0,0,0,0,0,156,1,"White"
"4579",30,3926,1,8976,0,1,4076,4244,3216,4168,0,4056,0,0,3985,3985,4112,1092,2964,4112,1962,3985,3950,1519,2409,1,0,1,0,63,1,"White"
"4580",30,2601,0,9067,0,1,4236,1054,1943,3173,1,3562,0,0,2126,2126,3731,411,2603,4236,3731,1800,2126,4186,3879,1,0,1,0,32,1,"White"
"4581",29,4743,0,9025,48,1,0,6372,6184,6417,1,5434,0,0,0,0,6501,5434,5434,6501,12934,0,0,0,0,1,0,0,0,182,0,"White"
"4582",31,800,1,9060,18,1,0,0,2239,960,1,2028,0,0,451,451,2250,78,78,2239,2250,0,451,0,0,0,1,0,0,44,1,"White"
"4583",28,3004,0,9039,0,1,2798,3263,2751,3204,1,3120,0,0,205,0,3058,3120,3120,3058,3084,205,0,0,1430,0,1,0,1,182,0,"Black"
"4584",28,4262,0,9011,48,1,4376,4877,4258,3538,0,5434,0,0,933,0,5333,5434,5434,5333,3664,0,0,933,0,1,0,1,0,182,0,"Black"
"4585",28,1049,0,9060,0,1,0,0,2412,1782,0,2028,0,0,192,0,2262,2028,2028,2412,2262,40,192,0,0,0,1,0,1,182,0,"Black"
"4586",27,1513,0,9046,20,1,1879,864,1639,1669,1,2236,0,0,2031,369,1811,2236,2236,1879,1811,152,2031,1736,369,0,0,0,0,182,0,"Black"
"4587",28,911,0,9046,0,1,0,1234,1701,709,0,1430,0,0,945,696,387,1430,1430,1234,387,0,0,945,696,0,0,0,0,182,0,"White"
"4588",26,583,1,9068,0,1,356,851,960,164,1,1326,0,0,3000,3000,1766,0,0,356,1766,1000,3000,2862,3000,0,1,0,1,7,1,"Black"
"4589",27,506,0,9039,10,1,1281,353,312,79,0,1586,0,0,492,616,3424,1586,1586,3424,4868,492,462,616,0,0,0,0,0,182,0,"Black"
"4590",27,5232,1,9032,0,1,5501,6049,6933,2444,1,4186,0,0,1872,0,0,805,805,0,0,1872,0,0,0,1,0,1,0,44,1,"White"
"4591",27,3481,1,9025,46,1,4718,2161,3484,3559,0,5174,0,0,3117,0,3993,995,995,3993,5022,3117,0,4222,0,0,1,0,1,46,1,"Black"
"4592",21,1241,0,9011,0,1,1535,1297,960,1175,1,1378,0,0,905,2512,718,530,530,718,328,905,2512,2962,3166,0,0,0,0,79,1,"White"
"4593",28,4094,0,9011,48,1,4239,4660,4655,2821,1,5434,0,0,3813,5320,5388,3971,3971,5388,2768,0,3813,5320,4130,0,0,0,0,148,1,"White"
"4594",34,1896,1,9039,29,1,0,2380,2752,2453,0,3250,1,1,2324,2846,1878,250,250,1878,2234,2324,2846,3062,3146,0,1,0,1,25,1,"White"
"4595",28,1631,0,9032,23,1,2475,1548,1332,1167,0,2548,0,0,61,0,2612,2548,2548,2612,2387,61,0,0,0,1,0,1,0,182,0,"White"
"4596",28,2139,0,9060,0,1,0,3700,3240,1615,1,3354,0,0,750,4500,3900,2386,2386,1500,3900,1080,750,4500,4812,0,1,0,1,142,1,"White"
"4597",29,4315,0,9004,48,1,3863,4095,5024,4279,0,5434,0,0,699,0,4254,5434,5434,4254,1511,699,0,0,0,1,0,0,0,182,0,"White"
"4598",28,2081,0,9011,0,1,2051,2335,1875,2063,1,2132,0,0,178,723,2476,2132,2132,2476,2435,0,178,609,723,0,0,0,0,182,0,"White"
"4599",28,3751,0,9025,0,1,3421,4078,3510,3995,0,3900,0,0,2071,3795,4054,2784,2784,4054,3366,2071,3197,3795,3272,1,0,0,0,182,0,"Black"
"4600",26,659,0,9046,0,1,0,243,527,1865,1,1326,0,0,566,0,2349,1326,1326,243,2349,890,566,0,0,0,1,0,1,182,0,"Black"
"4601",25,1721,0,8990,25,1,714,2550,1708,1912,0,2808,0,0,1757,0,1953,2808,2808,1953,0,1757,1607,1036,0,0,0,0,0,182,0,"Black"
"4602",26,1626,0,9046,25,1,3119,1288,1159,939,1,2782,0,0,1018,0,619,2782,2782,3119,619,1158,1018,0,0,0,0,0,0,182,0,"Black"
"4603",27,3377,0,9011,40,1,3358,3511,3678,2963,0,4498,0,0,54,207,3911,4498,4498,3911,2194,0,54,1861,207,0,0,0,0,182,0,"White"
"4604",24,1432,0,9025,0,1,0,0,3567,2162,1,2756,0,0,0,0,3050,2756,2756,3050,3318,0,0,0,0,0,0,0,0,182,0,"Black"
"4605",27,1443,1,9032,32,1,0,0,3123,2651,0,3614,0,0,3290,3290,2579,139,973,2579,2751,3290,2556,3567,53,1,0,1,0,14,1,"Hispanic"
"4606",30,5723,0,9060,48,1,8227,4076,5803,4787,1,5434,0,0,0,0,8065,5434,5434,8227,8065,665,0,0,0,0,0,0,0,182,0,"Hispanic"
"4607",28,1285,0,9039,0,1,0,0,2684,2457,1,2496,0,0,187,0,2684,2496,2496,2684,0,187,0,0,1835,0,1,0,1,182,0,"White"
"4608",24,1604,0,9046,0,1,3030,1259,318,1809,1,2340,0,0,1407,1407,3063,90,1170,3030,3063,1488,1407,3146,3069,0,0,0,0,15,1,"Black"
"4609",27,4627,0,8976,48,1,3759,5297,4047,5405,1,5434,0,0,655,4016,5424,5434,5434,5424,3071,655,1216,4016,3287,1,0,1,0,182,0,"White"
"4610",26,2875,0,8976,35,1,2956,3150,3089,2303,1,3926,0,0,0,0,2952,2567,2567,2952,229,0,0,0,0,1,0,0,0,182,0,"White"
"4611",27,5398,1,9039,0,1,4779,5983,5775,5055,1,4186,1,1,5149,4260,5925,644,644,5925,4934,5149,4260,5316,0,1,0,1,0,36,1,"White"
"4612",26,1103,1,9011,0,1,0,1975,1996,442,0,1924,0,0,1804,1804,2305,0,0,2305,1485,1804,1551,1899,2182,0,1,0,1,8,1,"Black"
"4613",25,7460,1,9067,0,1,7096,6532,7908,8303,1,4186,0,0,5095,5095,5013,1288,1381,7096,5013,1875,5095,6024,5275,1,0,0,0,66,1,"White"
"4614",26,1032,0,9004,0,1,0,0,2319,1810,1,2002,0,0,0,0,2588,77,77,2588,474,0,0,0,0,0,0,0,0,142,1,"Black"
"4615",27,2012,0,9032,0,1,2532,2174,1472,1872,0,2262,0,0,0,0,695,2262,2262,695,0,0,0,0,0,0,1,0,1,182,0,"Black"
"4616",27,6493,0,8990,0,1,5757,9110,5267,5839,1,4186,0,0,53,7350,6402,4186,4186,6402,700,53,354,7350,15239,0,0,0,0,182,0,"White"
"4617",25,1182,1,8990,0,1,0,0,3632,1096,1,2288,0,0,1282,0,1644,0,0,1644,0,0,1282,1982,0,1,0,0,0,7,1,"White"
"4618",26,2844,0,9032,0,1,3205,2580,3010,2580,0,2990,0,0,2005,2005,2760,2185,2185,2760,4968,0,0,2005,3406,0,1,0,0,182,0,"White"
"4619",20,2461,0,8983,0,1,2614,2449,2516,2265,0,2470,0,0,1706,1706,693,225,2470,693,733,1706,2408,186,0,0,1,0,1,28,1,"White"
"4620",25,4118,1,9004,0,1,4016,4080,4613,3763,1,4186,0,0,4325,4325,3927,483,483,3927,3169,4325,4338,4711,4649,1,0,1,0,30,1,"White"
"4621",24,2756,0,9018,44,1,0,3167,4100,3758,1,4914,0,0,2172,2172,3704,4914,4914,3704,3932,0,0,0,2172,1,0,1,0,182,0,"Black"
"4622",26,844,0,9025,0,1,0,0,2173,1205,0,1638,0,0,103,0,2675,693,693,2675,2096,103,0,2450,2150,0,0,0,0,85,1,"White"
"4623",26,892,0,9039,0,1,0,0,1995,1574,1,1716,0,0,790,790,1995,792,1716,1995,0,0,790,0,0,0,0,0,0,95,1,"White"
"4624",26,2367,1,9004,31,1,2468,2696,2843,1462,1,3484,1,1,2897,2897,2989,0,0,2989,2542,2897,2586,3717,3183,0,1,0,1,9,1,"White"
"4625",26,2840,0,9004,0,1,3098,2522,2878,2861,0,2886,0,0,84,0,2478,2886,2886,2478,1764,0,0,0,84,1,0,1,0,182,0,"White"
"4626",26,5637,0,8976,48,1,5661,5431,5308,6148,1,5434,0,0,2800,5310,5493,5434,5434,5493,2095,0,0,2800,5310,0,0,0,0,182,0,"White"
"4627",21,1394,0,8997,0,1,1564,1684,1309,1019,0,1560,1,1,515,1442,995,641,641,995,0,515,1442,1344,117,0,1,0,1,81,1,"White"
"4628",37,5909,0,9039,48,1,6192,4910,6353,6179,1,5434,0,0,412,412,6343,5434,5434,6343,5824,0,0,412,0,0,1,0,1,182,0,"Hispanic"
"4629",24,2970,1,9004,39,1,3572,3425,2827,2055,1,4394,0,0,2065,3111,3446,1506,1506,3446,499,2065,3111,3332,3472,0,0,0,0,67,1,"White"
"4630",26,1536,1,9018,0,1,260,1984,1988,1914,0,1924,1,1,996,1215,2396,444,1184,2396,2382,996,1215,96,0,0,1,0,1,50,1,"White"
"4631",25,3285,0,8997,0,1,0,4032,4391,4719,1,4186,0,0,1949,3987,4566,3864,3864,4566,2825,0,1949,3987,3612,0,0,0,0,176,1,"White"
"4632",22,2172,0,9018,0,1,3543,3097,2001,45,1,3198,0,0,717,717,2949,0,3198,2949,2475,717,445,0,1294,1,0,1,0,8,1,"White"
"4633",23,3555,0,9060,0,1,3995,3445,3420,3360,1,3588,0,0,5922,5922,3870,690,3174,3995,3870,2901,5922,829,3888,0,0,0,0,42,1,"White"
"4634",24,2652,0,9011,0,1,2912,2400,2744,2552,0,2730,0,0,2188,3521,2544,2730,2730,2544,2956,0,0,2188,3521,1,0,1,0,182,0,"Black"
"4635",25,1519,0,9025,0,1,0,2570,2586,920,1,2496,0,0,348,2239,2404,2496,2496,2404,2540,0,0,348,2239,1,0,1,0,182,0,"White"
"4636",24,884,0,9039,0,1,0,1924,1537,75,0,1664,0,0,854,336,0,448,1664,0,1734,854,336,0,845,0,0,0,0,70,1,"Black"
"4637",24,1947,1,8990,0,1,0,2149,3218,2422,1,2730,0,0,2932,2932,3084,405,405,3084,1240,2932,1766,2869,1379,0,0,0,0,42,1,"White"
"4638",22,3765,0,9032,43,1,3963,3797,3629,3672,1,4862,0,0,983,0,4037,4862,4862,4037,3950,983,108,0,0,0,1,0,1,182,0,"Black"
"4639",23,1803,0,9039,0,1,1833,1734,2050,1596,1,1872,0,0,0,0,1754,1872,1872,1754,0,0,0,0,0,0,0,0,0,182,0,"Black"
"4640",24,3374,1,8997,0,1,5110,3625,2917,1843,0,4186,0,0,2980,2980,5000,161,161,5000,0,2980,4800,2368,0,0,1,0,1,16,1,"White"
"4641",23,2027,0,9039,0,1,0,5276,2460,372,1,3744,0,0,2810,2810,5276,0,288,5276,1551,2810,3266,4018,3611,0,0,0,0,2,1,"White"
"4642",23,673,0,9067,0,1,0,0,1750,943,1,1326,0,0,2308,0,3004,1326,1326,1750,3004,1102,2308,0,0,1,0,1,0,182,0,"Black"
"4643",24,826,0,9018,0,1,528,1013,1012,752,0,1326,0,0,27,0,684,1326,1326,684,1007,27,0,0,0,0,0,0,0,182,0,"White"
"4644",20,3103,0,9053,0,1,3274,2839,3098,3200,1,3120,0,0,0,0,758,3120,3120,3274,758,168,0,0,0,0,1,0,1,182,0,"Black"
"4645",24,1950,0,9011,0,1,0,3134,3036,1632,1,2964,0,0,1011,2779,3115,1026,1026,3115,2757,1011,2779,3002,2922,1,0,1,0,78,1,"White"
"4646",20,2751,0,8997,33,1,2451,2730,2785,3037,1,3666,0,0,378,2570,3221,1833,1833,3221,2739,378,2570,3226,3929,1,0,0,0,113,1,"Black"
"4647",34,2153,0,9032,37,1,0,3124,3494,1994,1,4160,0,0,1750,2648,3656,640,2202,3656,2770,1750,2648,0,0,1,0,0,0,35,1,"Hispanic"
"4648",23,1413,1,8976,0,1,0,3946,1403,304,1,2574,1,1,3607,3607,7843,297,297,7843,1685,3607,4537,5444,6462,0,1,0,1,29,1,"White"
"4649",20,1478,1,8983,0,1,1786,1056,1569,1503,0,1612,1,1,1620,1912,2400,558,558,2400,1200,1620,1912,2268,1996,0,1,0,1,71,1,"White"
"4650",24,669,0,8983,15,1,0,0,1348,1328,0,1716,0,0,0,0,1503,858,858,1503,202,0,0,0,0,1,0,1,0,128,1,"Black"
"4651",46,2206,0,9032,0,1,2036,2314,2228,2248,0,2184,0,0,0,0,2096,2184,2184,2096,3278,0,0,0,0,0,0,0,0,182,0,"White"
"4652",21,2163,1,8983,0,1,1786,2629,2346,1892,0,2392,1,1,6809,6809,3245,276,276,3245,96,6809,4886,3249,2200,1,0,1,0,43,1,"White"
"4653",22,1022,1,9011,0,1,0,988,1403,1698,0,1508,0,0,2704,2025,0,348,348,0,0,2704,2025,1358,1505,1,0,0,0,51,1,"White"
"4654",37,3653,0,8983,46,1,4576,3701,3167,3168,0,5174,0,0,0,0,6864,5174,5174,6864,3432,0,0,0,0,0,1,0,1,182,0,"White"
"4655",21,5045,0,9025,0,1,5220,5408,5488,4066,1,4186,0,0,491,2870,2748,483,966,2748,3242,491,2870,2773,2815,0,0,0,0,28,1,"White"
"4656",20,2101,0,9025,0,1,2224,2699,1887,1593,0,2366,0,0,220,684,2740,2366,2366,2740,2270,220,0,0,684,1,0,1,0,182,0,"White"
"4657",26,3532,0,9039,0,1,0,0,7033,7095,1,4186,0,0,915,2255,7033,4186,4186,7033,7162,915,0,2255,3709,1,0,0,0,182,0,"Other"
"4658",45,2405,0,9004,48,1,0,0,4517,5104,1,5434,0,0,6712,6712,1044,209,5225,1044,5996,6712,960,5796,630,1,0,0,0,15,1,"White"
"4659",37,1471,0,9053,0,1,0,3171,1246,1466,1,2236,0,0,1139,3424,5475,1806,2236,3171,5475,1319,1139,3424,6248,1,0,0,0,155,1,"Hispanic"
"4660",54,3870,0,9039,0,1,3380,3920,3360,4821,0,4186,0,0,0,0,4700,4186,4186,4700,12818,0,0,0,0,0,0,0,0,182,0,"White"
"4661",53,5472,0,9053,0,1,5598,5430,5430,5430,1,4186,0,0,0,0,5805,4186,4186,5598,5805,3170,0,0,0,0,1,0,1,182,0,"White"
"4662",53,1314,0,8997,0,1,859,1078,1670,1651,0,1612,1,1,1349,2128,1381,589,589,1381,1285,1349,2128,1953,1876,0,1,0,1,78,1,"White"
"4663",54,1371,0,8976,0,1,1316,1451,1277,1440,0,1404,0,0,24,0,1410,1145,1145,1410,365,0,0,0,24,0,0,0,0,170,1,"White"
"4664",50,1197,0,9053,0,1,0,1377,398,3011,0,2132,0,0,1449,1772,2112,2132,2132,1377,2112,306,0,1449,1772,0,1,0,1,182,0,"White"
"4665",50,621,0,9039,0,1,0,0,906,1577,1,1326,0,0,0,0,906,1326,1326,906,0,0,0,0,0,0,0,0,0,182,0,"White"
"4666",52,1481,0,9004,0,1,1375,1593,1593,1365,0,1560,0,0,0,0,1774,1560,1560,1774,1606,0,0,0,0,1,0,0,0,182,0,"White"
"4667",50,5853,0,8976,48,1,5542,6255,6255,5362,1,5434,0,0,4710,0,6556,5434,5434,6556,5578,4710,0,0,0,0,0,0,0,182,0,"White"
"4668",51,1311,0,8990,0,1,761,1211,1625,1646,0,1586,0,0,0,0,663,1586,1586,663,187,0,0,0,0,1,0,1,0,182,0,"White"
"4669",50,6234,0,9053,48,1,6643,5212,6438,6643,1,5434,0,0,991,0,6132,5434,5434,0,6132,1891,0,991,0,0,1,0,1,182,0,"White"
"4670",51,1714,0,9011,33,1,0,924,4481,1450,1,3718,0,0,625,0,1061,3718,3718,1061,0,0,0,0,625,0,0,0,0,182,0,"White"
"4671",49,2470,0,9046,0,1,3189,2691,2691,1308,1,2834,0,0,1997,1997,3483,2725,2725,3189,3483,686,0,1997,2794,1,0,0,0,182,0,"White"
"4672",49,3250,0,9032,0,1,3250,3250,3250,3250,1,3120,0,0,1444,2022,3250,240,548,3250,3250,1444,2022,1478,1924,0,0,0,0,22,1,"White"
"4673",48,7842,0,9060,48,1,7785,7128,8381,8074,1,5434,0,0,427,553,7128,5434,5434,7785,7128,7685,0,427,553,1,0,1,0,182,0,"White"
"4674",46,3710,1,9025,0,1,4293,4508,2621,3419,1,4186,1,1,4555,4555,4684,0,0,4684,4624,4555,4804,4484,4988,1,0,1,0,8,1,"White"
"4675",50,1995,0,8980,0,1,1658,234,1997,4089,1,2938,0,0,137,137,3117,910,2938,3117,344,137,1763,7211,6054,1,0,0,0,45,1,"White"
"4676",47,3967,0,9053,0,1,3671,4257,3683,4257,1,4082,0,0,0,0,4614,3297,3297,3671,4614,1252,0,0,0,1,0,0,0,155,1,"White"
"4677",47,1452,1,9025,33,1,0,0,2812,2994,1,3666,0,0,2369,3032,2788,1128,1128,2788,2594,2369,3032,371,0,1,0,0,0,64,1,"White"
"4678",48,3882,0,9025,0,1,4625,4625,2312,3966,1,4186,0,0,0,0,4625,2737,2737,4625,2533,0,0,0,0,0,1,0,1,128,1,"White"
"4679",47,4722,0,9039,0,1,4380,5110,5110,4289,0,4186,0,0,730,0,5110,4186,4186,5110,4380,730,0,0,0,0,0,0,0,182,0,"White"
"4680",45,1074,1,8990,22,1,0,2148,1668,480,0,2418,1,1,2115,2115,1717,651,651,1717,1306,2115,2745,2925,3225,0,1,0,1,57,1,"White"
"4681",45,1390,0,8976,27,1,0,822,926,3813,1,2990,0,0,0,0,4226,115,115,4226,14158,0,0,0,0,0,0,0,0,44,1,"White"
"4682",46,2470,0,8990,39,1,0,3987,2920,2973,0,4368,1,1,2683,3577,3241,1680,1680,3241,2349,2683,3577,4256,0,1,0,1,0,78,1,"White"
"4683",46,3519,1,8990,0,1,3636,3453,3491,3495,0,3432,0,0,3532,3532,3365,132,1716,3365,2940,3532,1076,3133,2460,0,1,0,1,15,1,"White"
"4684",42,1177,0,9067,0,1,0,1950,2379,378,0,2080,0,0,0,0,1300,1025,1025,1950,1300,0,0,0,0,1,0,0,0,135,1,"White"
"4685",41,4237,0,9081,48,1,3572,4908,3585,4885,0,5434,0,0,2064,3002,4300,4553,4553,3572,4300,331,0,2064,3002,0,0,0,0,157,1,"White"
"4686",42,2275,0,8990,45,1,4856,453,680,3110,0,4992,0,0,1176,11473,3763,4744,4744,3763,4150,1176,2289,11473,4444,1,0,0,0,182,0,"White"
